path,timestamp,label,benchmark_set,structure,schema_version,schema_description,model,run_number,question_id,question,category,operation,status,success,failure_reason,precision,recall,f1,true_positive,gold_count,generated_count,missing_count,extra_count,comparison_mode,empty_result_equivalence,projection_precision,projection_recall,llm_ms,gold_query_ms,generated_query_ms,scoring_ms,total_ms
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,6290,0,587,1,6878
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.2222,0.2222,0.2222,2,9,9,7,7,"aggregate row values, ignoring output alias names",False,,,5329,0,9,0,5339
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,49,185,49,185,"aggregate row values, ignoring output alias names",False,,,5394,0,83,2,5479
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,0,2,0,"aggregate row values, ignoring output alias names",False,,,6585,0,25,0,6611
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,7059,0,12143,3,19205
results\structured\structured_advanced\20260524_041647_structured_advanced_structured_gpt-5-mini.json,20260524_041647,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.6117,0.9265,0.7368,63,68,103,5,40,"aggregate row values, ignoring output alias names",False,,,8172,0,6,2,8180
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,ok,False,Generated query precision is below the success threshold (0.5).,0.171,1.0,0.2921,36500,36500,213464,0,176964,find projected field-value pairs using gold projection fields,False,1.0,1.0,1023,0,209,934,2181
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.6428,0.75,0.6923,786,1048,1048,262,262,find projected field-value pairs using gold projection fields,False,0.8571,0.75,1651,0,2,8,1661
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,463834,0,463834,0,find projected field-value pairs using gold projection fields,False,0.0,0.0,1533,0,108,1636,3402
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.4445,0.6667,0.5334,1100,1650,1650,550,550,find projected field-value pairs using gold projection fields,False,0.6667,0.6667,1524,0,2,12,1540
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,ok,False,Generated query precision is below the success threshold (0.5).,0.0003,1.0,0.0006,195,195,777175,0,776980,find projected field-value pairs using gold projection fields,False,1.0,1.0,1771,0,1132,2753,5656
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,ok,False,Generated query precision is below the success threshold (0.5).,0.2314,1.0,0.3758,4028,4028,17408,0,13380,find projected field-value pairs using gold projection fields,False,1.0,1.0,1686,0,20,77,1786
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,generated_query_error,False,"Executor error during aggregate command on namespace: groundtruthStructured.politikere :: caused by :: $add only supports numeric or date types, not string, full error: {'ok': 0.0, 'errmsg': 'Executor error during aggregate command on namespace: groundtruthStructured.politikere :: caused by :: $add only supports numeric or date types, not string', 'code': 14, 'codeName': 'TypeMismatch'}",,,,,,,,,,False,,,1457,0,6,,1569
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,275,275,275,275,"aggregate row values, ignoring output alias names",False,,,4111,0,3,10,4125
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,1.0,0.1825,0.3087,23,126,23,103,0,"aggregate row values, ignoring output alias names",False,,,1321,0,3,2,1326
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1,1,1,1,"aggregate row values, ignoring output alias names",False,,,1319,0,39,0,1358
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,1.0,0.9904,0.9952,52762,53272,52762,510,0,"aggregate row values, ignoring output alias names",False,,,1274,0,244,888,2490
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1173,0,1173,0,"aggregate row values, ignoring output alias names",False,,,11922,0,7,9,11939
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8571,0.8571,0.8571,6,7,7,1,1,"aggregate row values, ignoring output alias names",False,,,939,0,2,0,942
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.1059,0.1059,0.1059,9,85,85,76,76,"aggregate row values, ignoring output alias names",False,,,1571,0,943,1,2515
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,2,2,2,"aggregate row values, ignoring output alias names",False,,,930,0,1,0,932
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,879,879,879,879,"aggregate row values, ignoring output alias names",False,,,1203,0,90,27,1321
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,76,76,76,76,"aggregate row values, ignoring output alias names",False,,,1285,0,2,2,1289
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,185,185,185,185,"aggregate row values, ignoring output alias names",False,,,1079,0,36,3,1118
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,2744,0,2,5,2751
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,1285,0,2,4,1291
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,1066,0,534,1,1602
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,49,185,49,185,"aggregate row values, ignoring output alias names",False,,,1308,0,66,2,1377
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,66,66,66,66,"aggregate row values, ignoring output alias names",False,,,1535,0,16,1,1552
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.3,0.3,0.3,3,10,10,7,7,"aggregate row values, ignoring output alias names",False,,,2065,0,4627,0,6693
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,116,0,116,0,"aggregate row values, ignoring output alias names",False,,,1714,0,4,2,1720
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,0,2,0,"aggregate row values, ignoring output alias names",False,,,1944,0,25,0,1969
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,1822,0,6529,3,8357
results\structured\structured_advanced\20260524_180207_structured_advanced_structured_gpt-4.1-mini.json,20260524_180207,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.6117,0.9265,0.7368,63,68,103,5,40,"aggregate row values, ignoring output alias names",False,,,1697,0,11,2,1710
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,ok,False,Generated query precision is below the success threshold (0.5).,0.171,1.0,0.2921,36500,36500,213464,0,176964,find projected field-value pairs using gold projection fields,False,1.0,1.0,8802,0,227,929,9972
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.6428,0.75,0.6923,786,1048,1048,262,262,find projected field-value pairs using gold projection fields,False,0.8571,0.75,12055,0,2,8,12066
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1623,0,1623,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,14965,0,2,7,14975
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,463834,0,463834,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,9249,0,106,1695,11177
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,ok,False,Generated query precision is below the success threshold (0.5).,0.2314,1.0,0.3758,4028,4028,17408,0,13380,find projected field-value pairs using gold projection fields,False,1.0,1.0,11737,0,21,77,11837
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,1.0,0.1825,0.3087,23,126,23,103,0,"aggregate row values, ignoring output alias names",False,,,6022,0,3,2,6027
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1,1,1,1,"aggregate row values, ignoring output alias names",False,,,9640,0,40,0,9681
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1173,0,1173,0,"aggregate row values, ignoring output alias names",False,,,11137,0,8,9,11154
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8571,0.8571,0.8571,6,7,7,1,1,"aggregate row values, ignoring output alias names",False,,,4400,0,3,0,4403
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,7801,0,468,1,8271
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,2,2,2,"aggregate row values, ignoring output alias names",False,,,13037,0,2,0,13039
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,76,76,76,76,"aggregate row values, ignoring output alias names",False,,,15372,0,2,3,15378
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,185,185,185,185,"aggregate row values, ignoring output alias names",False,,,6807,0,40,3,6850
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,13584,0,3,6,13592
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,13627,0,3,5,13636
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.2216,0.2216,0.2216,41,185,185,144,144,"aggregate row values, ignoring output alias names",False,,,11331,0,88,3,11422
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,12586,0,746,1,13334
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,49,185,49,185,"aggregate row values, ignoring output alias names",False,,,11299,0,83,2,11384
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,ok,False,Generated query precision is below the success threshold (0.5).,0.4,1.0,0.5714,2,2,5,0,3,"aggregate row values, ignoring output alias names",False,,,21030,0,4,0,21035
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,15431,0,6984,3,22418
results\structured\structured_advanced\20260524_184024_structured_advanced_structured_gpt-5-mini.json,20260524_184024,structured_advanced_structured_gpt-5-mini,normal,structured,advanced,structured_advanced,gpt-5-mini,,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.6117,0.9265,0.7368,63,68,103,5,40,"aggregate row values, ignoring output alias names",False,,,8365,0,9,2,8376
results\structured\structured_advanced\20260525_023237_structured_advanced_structured_gpt-4.1-mini.json,20260525_023237,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,ok,False,Generated query precision is below the success threshold (0.5).,0.171,1.0,0.2921,36500,36500,213464,0,176964,find projected field-value pairs using gold projection fields,False,1.0,1.0,1244,0,211,946,2416
results\structured\structured_advanced\20260525_023237_structured_advanced_structured_gpt-4.1-mini.json,20260525_023237,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.6428,0.75,0.6923,786,1048,1048,262,262,find projected field-value pairs using gold projection fields,False,0.8571,0.75,2207,0,2,8,2217
results\structured\structured_advanced\20260525_023237_structured_advanced_structured_gpt-4.1-mini.json,20260525_023237,structured_advanced_structured_gpt-4.1-mini,normal,structured,advanced,structured_advanced,gpt-4.1-mini,,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,463834,0,463834,0,find projected field-value pairs using gold projection fields,False,0.0,0.0,1391,0,118,1632,3269
